simplified,vietnamese,pinyin,english,hsk_level
新闻,,xīn wén,news,5
新鲜,,xīn xiān,"fresh (experience, food etc); freshness; novel; uncommon",5
新型,,xīn xíng,new type; new kind,5
信,,xìn,letter; mail; to trust; to believe; to profess faith in; truthful; confidence; trust; at will; at random,5
信封,,xìn fēng,envelope,5
信号,,xìn hào,signal,5
信念,,xìn niàn,faith; belief; conviction,5
信任,,xìn rèn,to trust; to have confidence in,5
信息,,xìn xī,information; news; message,5
信箱,,xìn xiāng,mailbox; post office box,5
信心,,xìn xīn,confidence; faith (in sb or sth),5
信用卡,,xìn yòng kǎ,credit card,5
星期,,xīng qī,week; day of the week; Sunday,5
星期日,,Xīng qī rì,Sunday,5
星期天,,Xīng qī tiān,Sunday,5
星星,,xīng xing,(coll.) a star; the stars in the sky,5
行,,háng,"row; line; commercial firm; line of business; profession; to rank (first, second etc) among one's siblings (by age); (in data tables) row; (Tw) column",5
行动,,xíng dòng,operation; action; to move about; mobile,5
行李,,xíng li,luggage,5
行人,,xíng rén,pedestrian; traveler on foot; passer-by; official responsible for arranging audiences with the emperor,5
行驶,,xíng shǐ,to travel along a route (of vehicles etc),5
行为,,xíng wéi,action; conduct; behavior; activity,5
行业,,háng yè,trade; profession; industry; business,5
形成,,xíng chéng,to form; to take shape,5
形容,,xíng róng,to describe; (literary) countenance; appearance,5
形式,,xíng shì,outer appearance; form; shape; formality,5
形势,,xíng shì,circumstances; situation; terrain,5
形态,,xíng tài,shape; form; pattern; morphology,5
形象,,xíng xiàng,image; form; figure; visualization; vivid,5
形状,,xíng zhuàng,form; shape,5
型,,xíng,mold; type; style; model,5
型号,,xíng hào,"model (particular version of a manufactured article); type (product specification in terms of color, size etc)",5
醒,,xǐng,to wake up; to be awake; to become aware; to sober up; to come to,5
兴奋,,xīng fèn,excited; excitement; (physiology) excitation,5
兴趣,,xìng qù,interest (desire to know about sth); interest (thing in which one is interested); hobby,5
姓,,xìng,family name; surname; to be surnamed,5
姓名,,xìng míng,surname and given name; full name,5
幸福,,xìng fú,happiness; happy; blessed,5
幸运,,xìng yùn,fortunate; lucky; fortune; luck,5
性,,xìng,"nature; character; property; quality; attribute; sexuality; sex; gender; suffix forming adjective from verb; suffix forming noun from adjective, corresponding to -ness or -ity; essence",5
性别,,xìng bié,gender; sex,5
性格,,xìng gé,nature; disposition; temperament; character,5
性能,,xìng néng,function; performance; behavior,5
性质,,xìng zhì,nature; characteristic,5
兄弟,,xiōng dì,"brothers; younger brother; I, me (humble term used by men in public speech); brotherly; fraternal",5
胸部,,xiōng bù,chest; bosom,5
雄伟,,xióng wěi,grand; imposing; magnificent; majestic,5
熊,,Xióng,surname Xiong,5
休假,,xiū jià,to go on vacation; to have a holiday; to take leave,5
休息,,xiū xi,rest; to rest,5
休闲,,xiū xián,leisure; relaxation; not working; idle; to enjoy leisure; to lie fallow,5
修,,Xiū,surname Xiu,5
修复,,xiū fù,to restore; to renovate; (computing) to repair (a corrupted file etc),5
修改,,xiū gǎi,to amend; to alter; to modify,5
修建,,xiū jiàn,to build; to construct,5
修理,,xiū lǐ,to repair; to fix; to prune; to trim; (coll.) to sort sb out; to fix sb,5
修养,,xiū yǎng,accomplishment; training; self-cultivation,5
虚心,,xū xīn,open-minded; humble,5
需求,,xū qiú,requirement; to require; (economics) demand,5
需要,,xū yào,to need; to want; to demand; to require; needs,5
许多,,xǔ duō,many; a lot of; much,5
许可,,xǔ kě,to allow; to permit,5
宣布,,xuān bù,to declare; to announce; to proclaim,5
宣传,,xuān chuán,to disseminate; to give publicity to; propaganda,5
选,,xuǎn,to choose; to pick; to select; to elect,5
选手,,xuǎn shǒu,athlete; contestant,5
选修,,xuǎn xiū,(at a school) to take as an elective; an elective; elective (subject),5
选择,,xuǎn zé,to select; to pick; choice; option; alternative,5
学,,xué,to learn; to study; to imitate; science; -ology,5
学费,,xué fèi,tuition fee; tuition,5
学分,,xué fēn,course credit,5
学科,,xué kē,subject; branch of learning; course; academic discipline,5
学年,,xué nián,academic year,5
学期,,xué qī,term; semester,5
学生,,xué sheng,student; schoolchild,5
学时,,xué shí,class hour; period,5
学术,,xué shù,learning; science; academic,5
学位,,xué wèi,academic degree; place in school,5
学问,,xué wèn,learning; knowledge,5
学习,,xué xí,to learn; to study,5
学校,,xué xiào,school,5
学院,,xué yuàn,college; educational institute; school; faculty,5
学者,,xué zhě,scholar,5
雪,,Xuě,surname Xue,5
血,,xuè,blood; colloquial pr. [xiě],5
寻求,,xún qiú,to seek; to look for,5
寻找,,xún zhǎo,to seek; to look for,5
询问,,xún wèn,to inquire,5
迅速,,xùn sù,rapid; speedy; fast,5
训练,,xùn liàn,to train; to drill; training,5
压,,yā,to press; to push down; to keep under (control); pressure,5
压力,,yā lì,pressure,5
押金,,yā jīn,deposit; down payment,5
鸭子,,yā zi,duck; male prostitute (slang),5
牙,,yá,tooth; ivory,5
牙刷,,yá shuā,toothbrush,5
亚军,,yà jūn,second place (in a sports contest); runner-up,5
亚运会,,Yà yùn huì,Asian Games,5
呀,,ya,"(particle equivalent to 啊 after a vowel, expressing surprise or doubt)",5
烟,,yān,cigarette or pipe tobacco; smoke; mist; vapour; tobacco plant; (of the eyes) to be irritated by smoke,5
延期,,yán qī,to delay; to extend; to postpone; to defer,5
延伸,,yán shēn,to extend; to spread,5
延续,,yán xù,to continue; to go on; to last,5
延长,,Yán cháng,"Yanchang county in Yan'an 安, Shaanxi",5
严,,Yán,surname Yan,5
严格,,yán gé,strict; stringent; tight; rigorous,5
严厉,,yán lì,severe; strict,5
严肃,,yán sù,solemn; grave; serious; earnest; severe,5
严重,,yán zhòng,grave; serious; severe; critical,5
言语,,yán yǔ,words; speech; (spoken) language,5
研究,,yán jiū,research; a study; to research; to look into,5
研究生,,yán jiū shēng,graduate student; postgraduate student; research student,5
研究所,,yán jiū suǒ,research institute; graduate studies; graduate school,5
研制,,yán zhì,to research and manufacture; to research and to develop,5
盐,,yán,salt,5
颜色,,yán sè,color; countenance; appearance; facial expression; pigment; dyestuff,5
眼,,yǎn,"eye; small hole; crux (of a matter); classifier for big hollow things (wells, stoves, pots etc)",5
眼光,,yǎn guāng,gaze; insight; foresight; vision; way of looking at things,5
眼镜,,yǎn jìng,spectacles; eyeglasses,5
眼睛,,yǎn jing,eye,5
眼泪,,yǎn lèi,tears; crying,5
眼里,,yǎnli,In the eyes,5
眼前,,yǎn qián,before one's eyes; now; at present,5
演,,yǎn,to develop; to evolve; to practice; to perform; to play; to act,5
演唱,,yǎn chàng,sung performance; to sing for an audience,5
演唱会,,yǎn chàng huì,vocal recital or concert,5
演出,,yǎn chū,to act (in a play); to perform; to put on (a performance); performance; concert; show,5
演讲,,yǎn jiǎng,lecture; to make a speech,5
演员,,yǎn yuán,actor or actress; performer,5
羊,,Yáng,surname Yang,5
阳光,,yáng guāng,sunshine; (of personality) upbeat; energetic; transparent (open to public scrutiny),5
阳台,,yáng tái,variant of 阳台,5
养,,yǎng,to raise (animals); to bring up (children); to keep (pets); to support; to give birth,5
养成,,yǎng chéng,to cultivate; to raise; to form (a habit); to acquire,5
样子,,yàng zi,appearance; manner; pattern; model,5
腰,,yāo,waist; lower back; pocket; middle; loins,5
邀请,,yāo qǐng,to invite; invitation,5
摇,,Yáo,surname Yao,5
摇头,,yáo tóu,to shake one's head,5
咬,,yǎo,to bite; to nip,5
药,,yào,leaf of the iris; variant of 药,5
药店,,yào diàn,pharmacy,5
药片,,yào piàn,a (medicine) pill or tablet,5
药水,,Yào shuǐ,"Yaksu in North Korea, near the border with Liaoning and Jiling province",5
药物,,yào wù,medicaments; pharmaceuticals; medication; medicine; drug,5
要,,yāo,(bound form) to demand; to coerce,5
要求,,yāo qiú,to request; to require; requirement; to stake a claim; to ask; to demand,5
要是,,yào shi,(coll.) if,5
也,,Yě,surname Ye,5
也好,,yě hǎo,that's fine; may as well; (reduplicated) regardless of whether ... or ...,5
也许,,yě xǔ,perhaps; maybe,5
业务,,yè wù,business; professional work; service,5
业余,,yè yú,in one's spare time; outside working hours; amateur (historian etc),5
叶子,,yè zi,leaf; (slang) marijuana,5
页,,xié,head,5
夜,,yè,variant of 夜,5
夜间,,yè jiān,nighttime; evening or night (e.g. classes),5
夜里,,yè li,during the night; at night; nighttime,5
爷爷,,yé ye,(coll.) father's father; paternal grandfather,5
一,,yī,"one; single; a (article); as soon as; entire; whole; all; throughout; ""one"" radical in Chinese characters (Kangxi radical 1); also pr. [yāo] for greater clarity when spelling out numbers digit by digit",5
一般,,yī bān,same; ordinary; so-so; common; general; generally; in general,5
一般来说,,yī bān lái shuō,generally speaking,5
一半,,yī bàn,half,5
一辈子,,yī bèi zi,(for) a lifetime,5
一边,,yī biān,one side; either side; on the one hand; on the other hand; doing while,5
一部分,,yī bù fen,portion; part of; subset,5
一带,,yī dài,region; district,5
一旦,,yī dàn,"in case (sth happens); if; once (sth happens, then...); when; in a short time; in one day",5
一点点,,yī diǎn diǎn,a little bit,5
一点儿,,yī diǎn r,erhua variant of 一点,5
一定,,yī dìng,surely; certainly; necessarily; fixed; a certain (extent etc); given; particular; must,5
一方面,,yī fāng miàn,on the one hand,5
一共,,yī gòng,altogether,5
一会儿,,yī huì r,a moment; a while; in a moment; now...now...; also pr. [yī huǐ r],5
一句话,,yī jù huà,in a word; in short,5
一口气,,yī kǒu qì,one breath; in one breath; at a stretch,5
一块儿,,yī kuài r,erhua variant of 一块,5
一流,,yī liú,top quality; front ranking,5
一路,,yī lù,the whole journey; all the way; going the same way; going in the same direction; of the same kind,5
一路平安,,yī lù píng ān,to have a pleasant journey; Bon voyage!,5
一路顺风,,yī lù shùn fēng,to have a pleasant journey (idiom),5
一律,,yī lu:4,same; uniformly; all; without exception,5
一起,,yī qǐ,in the same place; together; with; altogether (in total),5
一切,,yī qiè,everything; every; all,5
一身,,yī shēn,whole body; from head to toe; single person; a suit of clothes,5
一生,,yī shēng,all one's life; throughout one's life,5
一下儿,,yī xià r,erhua variant of 下,5
一下子,,yī xià zi,in a short while; all at once; all of a sudden,5
一向,,yī xiàng,always (previously); a period of time in the recent past,5
一些,,yī xiē,some; a few; a little; (following an adjective) slightly ...er,5
一样,,yī yàng,same; like; equal to; the same as; just like,5
一再,,yī zài,repeatedly,5
一直,,yī zhí,straight (in a straight line); continuously; always; all the way through,5
一致,,yī zhì,unanimous; identical (views or opinions),5
衣服,,yī fu,clothes,5
衣架,,yī jià,clothes hanger; clothes rack,5
医疗,,yī liáo,medical treatment,5
医生,,yī shēng,doctor,5
医学,,yī xué,medicine; medical science; study of medicine,5
医院,,yī yuàn,hospital,5
依法,,yī fǎ,legal (proceedings); according to law,5
依旧,,yī jiù,as before; still,5
依据,,yī jù,according to; basis; foundation,5
依靠,,yī kào,to rely on sth (for support etc); to depend on,5
依然,,yī rán,still; as before,5
依照,,yī zhào,according to; in light of,5
移,,yí,to move; to shift; to change; to alter; to remove,5
移动,,yí dòng,to move; movement; migration; mobile; portable,5
移民,,yí mín,to immigrate; to migrate; emigrant; immigrant,5
遗产,,yí chǎn,heritage; legacy; inheritance; bequest,5
遗传,,yí chuán,heredity; to inherit (a trait); to pass on (to one's offspring),5
疑问,,yí wèn,question; interrogation; doubt,5
乙,,yǐ,"second of the ten Heavenly Stems 干; second in order; letter ""B"" or Roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc; second party (in legal contract, usually 方, as opposed to 方); ethyl; bent; winding; radical in Chinese characters (Kangxi radical 5); ancient Chinese compass point: 105°",5
已,,yǐ,already; to stop; then; afterwards,5
已经,,yǐ jīng,already,5
以便,,yǐ biàn,so that; so as to; in order to,5
以后,,yǐ hòu,after; later; afterwards; following; later on; in the future,5
以及,,yǐ jí,as well as; too; and,5
以来,,yǐ lái,since (a previous event),5
以内,,yǐ nèi,within; less than,5
以前,,yǐ qián,before; formerly; previous; ago,5
以上,,yǐ shàng,that level or higher; that amount or more; the above-mentioned; (used to indicate that one has completed one's remarks) That is all.,5
以外,,yǐ wài,apart from; other than; except for; external; outside of; on the other side of; beyond,5
以往,,yǐ wǎng,in the past; formerly,5
以为,,yǐ wéi,to think (i.e. to take it to be true that ...) (Usually there is an implication that the notion is mistaken – except when expressing one's own current opinion.),5
以下,,yǐ xià,that level or lower; that amount or less; the following,5
椅子,,yǐ zi,chair,5
义务,,yì wù,duty; obligation; volunteer (work etc),5
亿,,yì,100 million,5
艺术,,yì shù,art,5
议论,,yì lùn,to comment; to talk about; to discuss; discussion,5
意见,,yì jiàn,idea; opinion; suggestion; objection; complaint,5
意识,,yì shí,consciousness; awareness; to be aware; to realize,5
意思,,yì si,"idea; opinion; meaning; wish; desire; interest; fun; token of appreciation, affection etc; to give as a small token; to do sth as a gesture of goodwill etc",5
意外,,yì wài,unexpected; accident; mishap,5
意味着,,yì wèi zhe,to signify; to mean; to imply,5
意义,,yì yì,sense; meaning; significance; importance,5
意志,,yì zhì,will; willpower; determination,5
因此,,yīn cǐ,thus; consequently; as a result,5
因而,,yīn ér,"therefore; as a result; thus; and as a result, ...",5
因为,,yīn wèi,because; owing to; on account of,5
阴,,Yīn,surname Yin,5
阴天,,yīn tiān,cloudy day; overcast sky,5
音节,,yīn jié,syllable,5
音乐,,yīn yuè,music,5
音乐会,,yīn yuè huì,concert,5
银,,yín,silver; silver-colored; relating to money or currency,5
银牌,,yín pái,silver medal,5
银行,,yín háng,bank,5
银行卡,,yín háng kǎ,bank card; ATM card,5
引,,yǐn,"to draw (e.g. a bow); to pull; to stretch sth; to extend; to lengthen; to involve or implicate in; to attract; to lead; to guide; to leave; to provide evidence or justification for; old unit of distance equal to 10 丈, one-thirtieth of a km or 33.33 meters",5
引导,,yǐn dǎo,to guide; to lead (around); to conduct; to boot; introduction; primer,5
引进,,yǐn jìn,to recommend; to introduce (from outside),5
引起,,yǐn qǐ,to give rise to; to lead to; to cause; to arouse,5
饮料,,yǐn liào,drink; beverage,5
饮食,,yǐn shí,eating and drinking; food and drink; diet,5
印刷,,yìn shuā,to print; printing,5
印象,,yìn xiàng,impression (sth that stays in one's mind); a memory,5
应,,Yīng,surname Ying; Taiwan pr. [Yìng],5
应当,,yīng dāng,should; ought to,5
应该,,yīng gāi,ought to; should; must,5
应用,,yìng yòng,"to put to use; to apply; practical; applied (science, linguistics etc); application; practical use; (computing) app",5
英文,,Yīng wén,English (language),5
英勇,,yīng yǒng,heroic; gallant; valiant,5
英语,,Yīng yǔ,English (language),5
迎接,,yíng jiē,to welcome; to greet,5
营养,,yíng yǎng,nutrition; nourishment,5
营业,,yíng yè,to do business; to trade,5
赢,,yíng,to beat; to win; to profit,5
赢得,,yíng dé,to win; to gain,5
影片,,yǐng piàn,a copy of a film; film; motion picture; movie,5
影视,,yǐng shì,movies and television,5
影响,,yǐng xiǎng,influence; effect; to influence; to affect (usually adversely); to disturb,5
影子,,yǐng zi,shadow; reflection; (fig.) hint; indication; influence,5
硬,,yìng,hard; stiff; solid; (fig.) strong; firm; resolutely; uncompromisingly; laboriously; with great difficulty; good (quality); able (person); (of food) filling; substantial,5
硬件,,yìng jiàn,hardware,5
拥抱,,yōng bào,to embrace; to hug,5
拥有,,yōng yǒu,to have; to possess,5
永远,,yǒng yuǎn,forever; eternal,5
勇敢,,yǒng gǎn,brave; courageous,5
勇气,,yǒng qì,courage; valor,5
用,,yòng,to use; to employ; to have to; to eat or drink; expense or outlay; usefulness; hence; therefore,5
用不着,,yòng bu zháo,not need; have no use for,5
用户,,yòng hù,user; consumer; subscriber; customer,5
用来,,yòng lái,to be used for,5
用途,,yòng tú,use; application,5
用于,,yòng yú,to use in; to use on; to use for,5
优点,,yōu diǎn,merit; benefit; strong point; advantage,5
优惠,,yōu huì,privilege; favorable (terms); preferential (treatment); discount (price),5
优良,,yōu liáng,fine; good; first-rate,5
优美,,yōu měi,graceful; fine; elegant,5
优势,,yōu shì,superiority; dominance; advantage,5
优先,,yōu xiān,to have priority; to take precedence,5
优秀,,yōu xiù,outstanding; excellent,5
幽默,,yōu mò,(loanword) humor; humorous,5
尤其,,yóu qí,especially; particularly,5
由,,yóu,to follow; from; because of; due to; by; via; through; (before a noun and a verb) it is for ... to ...,5
由此,,yóu cǐ,hereby; from this,5
由于,,yóu yú,due to; as a result of; thanks to; owing to; since; because,5
犹豫,,yóu yù,to hesitate,5
邮件,,yóu jiàn,mail; post; email,5
邮局,,yóu jú,post office,5
邮票,,yóu piào,(postage) stamp,5
邮箱,,yóu xiāng,mailbox; post office box; email; email inbox,5
油,,yóu,"oil; fat; grease; petroleum; to apply tung oil, paint or varnish; oily; greasy; glib; cunning",5
游,,Yóu,surname You,5
游客,,yóu kè,traveler; tourist; (online gaming) guest player,5
游戏,,yóu xì,game; to play,5
游泳,,yóu yǒng,swimming; to swim,5
游泳池,,yóu yǒng chí,swimming pool,5
有,,yǒu,to have; there is; (bound form) having; with; -ful; -ed; -al (as in 意 intentional),5
有的,,yǒu de,(there are) some (who are...); some (exist),5
有的是,,yǒu de shì,have plenty of; there's no lack of,5
有点儿,,yǒu diǎn r,slightly; a little; somewhat,5
有毒,,yǒu dú,poisonous,5
有害,,yǒu hài,destructive; harmful; damaging,5
有劲儿,,yǒujìnr5,Strength,5
有空儿,,yǒukòngr5,available,5
有力,,yǒu lì,powerful; forceful; vigorous,5
有利,,yǒu lì,advantageous; favorable,5
有利于,,yǒu lì yú,to be advantageous to; to be beneficial for,5
有名,,yǒu míng,famous; well-known,5
有趣,,yǒu qù,interesting; fascinating; amusing,5
有人,,yǒu rén,someone; people; anyone; there is someone there; occupied (as in restroom),5
有时,,yǒu shí,sometimes; now and then,5
有时候,,yǒu shí hou,sometimes,5
有限,,yǒu xiàn,limited; finite,5
有效,,yǒu xiào,effective; in effect; valid,5
有些,,yǒu xiē,some; somewhat,5
有一点儿,,yǒu yī diǎn r,a bit; a little,5
有一些,,yǒu yī xiē,somewhat; rather; some,5
有意思,,yǒu yì si,interesting; meaningful; enjoyable; fun,5
有用,,yǒu yòng,useful,5
有着,,yǒu zhe,to have; to possess,5
又,,yòu,(once) again; also; both... and...; and yet; (used for emphasis) anyway,5
右,,yòu,(bound form) right; right-hand side; (bound form) (politics) right of center; (bound form) (old) west; (literary) the right side as the side of precedence,5
右边,,yòu bian,"right side; right, to the right",5
幼儿园,,yòu ér yuán,kindergarten; nursery school,5
友好,,Yǒu hǎo,"Youhao district of Yichun city 市, Heilongjiang",5
友谊,,yǒu yì,companionship; fellowship; friendship,5
于是,,yú shì,thereupon; as a result; consequently; thus; hence,5
鱼,,Yú,surname Yu,5
羽毛球,,yǔ máo qiú,shuttlecock; badminton,5
羽绒服,,yǔ róng fú,down-filled garment,5
雨,,yǔ,rain,5
雨水,,Yǔ shuǐ,"Yushui or Rain Water, 2nd of the 24 solar terms 二十四节气 19th February-5th March",5
语法,,yǔ fǎ,grammar,5
语言,,yǔ yán,language,5
语音,,yǔ yīn,speech sounds; pronunciation; colloquial (rather than literary) pronunciation of a Chinese character; phonetic; audio; voice; (Internet) to voice chat; voice message,5
玉,,yù,jade,5
玉米,,yù mǐ,corn; maize,5
预报,,yù bào,forecast,5
预备,,yù bèi,to prepare; to make ready; preparation; preparatory,5
预测,,yù cè,to forecast; to predict,5
预订,,yù dìng,to place an order; to book ahead,5
预防,,yù fáng,to prevent; to take precautions against; to protect; to guard against; precautionary; prophylactic,5
预计,,yù jì,to forecast; to predict; to estimate,5
预期,,yù qī,to expect; to anticipate,5
预习,,yù xí,to prepare a lesson,5
遇,,Yù,surname Yu,5
遇到,,yù dào,to meet; to run into; to come across,5
遇见,,yù jiàn,to meet,5
元,,Yuán,surname Yuan; the Yuan or Mongol dynasty (1279-1368),5
元旦,,Yuán dàn,New Year's Day,5
员,,yuán,person; employee; member,5
员工,,yuán gōng,staff; personnel; employee,5
园林,,yuán lín,gardens; park; landscape garden,5
原来,,yuán lái,"original; former; originally; formerly; at first; so, actually, as it turns out",5
原理,,yuán lǐ,principle; theory,5
原料,,yuán liào,raw material,5
原始,,yuán shǐ,first; original; primitive; original (document etc),5
原先,,yuán xiān,originally; original; former,5
原因,,yuán yīn,cause; origin; root cause; reason,5
原有,,yuán yǒu,original; former,5
原则,,yuán zé,principle; doctrine,5
圆,,yuán,circle; round; circular; spherical; (of the moon) full; unit of Chinese currency (yuan); tactful; to make consistent and whole (the narrative of a dream or a lie),5
圆满,,yuán mǎn,satisfactory; consummate; perfect,5
远,,yuǎn,far; distant; remote; (intensifier in a comparison) by far; much (lower etc),5
远处,,yuǎn chù,distant place,5
怨,,yuàn,to blame; (bound form) resentment; hatred; grudge,5
院,,yuàn,courtyard; institution,5
院长,,yuàn zhǎng,the head of an institution whose name ends in 院; chair of a board; president of a university; department head; dean; premier of the Republic of China,5
院子,,yuàn zi,courtyard; garden; yard; patio; (old) servant,5
愿,,yuàn,honest; prudent; variant of 愿,5
愿望,,yuàn wàng,desire; wish,5
愿意,,yuàn yì,to wish; to want; ready; willing (to do sth),5
约,,yāo,to weigh in a balance or on a scale,5
约会,,yuē huì,appointment; engagement; date; to arrange to meet,5
约束,,yuē shù,to restrict; to limit to; to constrain; restriction; constraint,5
月,,yuè,moon; month; monthly,5
月饼,,yuè bǐng,mooncake (esp. for the Mid-Autumn Festival),5
月底,,yuè dǐ,end of the month,5
月份,,yuè fèn,month,5
月亮,,yuè liang,the moon,5
月球,,yuè qiú,the moon,5
阅读,,yuè dú,to read; reading,5
阅览室,,yuè lǎn shì,reading room,5
越,,Yuè,generic word for peoples or states of south China or south Asia at different historical periods; abbr. for Vietnam 越南,5
越来越,,yuè lái yuè,more and more,5
云,,yún,(classical) to say,5
运,,yùn,to move; to transport; to use; to apply; fortune; luck; fate,5
运动,,yùn dòng,to move; to exercise; sports; exercise; motion; movement; campaign,5
运动会,,yùn dòng huì,sports competition,5
运动员,,yùn dòng yuán,athlete,5
运气,,yùn qi,luck (good or bad),5
运输,,yùn shū,to transport; to carry; transportation,5
运行,,yùn xíng,to move along one's course (of celestial bodies etc); (fig.) to function; to be in operation; (of a train service etc) to operate; to run; (of a computer) to run,5
运用,,yùn yòng,to use; to put to use,5
杂志,,zá zhì,magazine,5
灾,,zāi,disaster; calamity,5
灾害,,zāi hài,calamity; disaster,5
灾难,,zāi nàn,disaster; catastrophe,5
灾区,,zāi qū,disaster area; stricken region,5
再,,zài,"again; once more; re-; second; another; then (after sth, and not until then); no matter how ... (followed by an adjective or verb, and then (usually) 也 or 都 for emphasis)",5
再次,,zài cì,one more time; again; one more; once again,5
再见,,zài jiàn,goodbye; see you again later,5
再三,,zài sān,over and over again; again and again,5
再也,,zài yě,(not) any more,5
在,,zài,to exist; to be alive; (of sb or sth) to be (located) at; (used before a verb to indicate an action in progress),5
在场,,zài chǎng,to be present; to be on the scene,5
在乎,,zài hu,to care about; equivalent of 在于,5
在家,,zài jiā,to be at home; (at a workplace) to be in (as opposed to being away on official business 差); (Buddhism etc) to remain a layman (as opposed to becoming a monk or a nun 家),5
在内,,zài nèi,(included) in it; among them,5
在于,,zài yú,to be in; to lie in; to consist in; to depend on; to rest with,5
咱,,zán,variant of 咱,5
咱们,,zán men,we or us (including both the speaker and the person(s) spoken to); (dialect) I or me; (dialect) (in a coaxing or familiar way) you; also pr. [zá men],5
暂时,,zàn shí,temporary; provisional; for the time being,5
暂停,,zàn tíng,to suspend; time-out (e.g. in sports); stoppage; pause (media player),5
赞成,,zàn chéng,to approve; to endorse; (literary) to assist,5
赞赏,,zàn shǎng,to admire; to praise; to appreciate,5
赞助,,zàn zhù,to support; to assist; to sponsor,5
脏,,zàng,viscera; (anatomy) organ,5
糟,,zāo,dregs; draff; pickled in wine; rotten; messy; ruined,5
糟糕,,zāo gāo,too bad; how terrible; what bad luck; terrible; bad,5
早,,zǎo,early; morning; Good morning!; long ago; prematurely,5
早餐,,zǎo cān,breakfast,5
早晨,,zǎo chén,early morning; also pr. [zǎo chen],5
早饭,,zǎo fàn,breakfast,5
早就,,zǎo jiù,already at an earlier time,5
早期,,zǎo qī,early period; early phase; early stage,5
早上,,zǎo shang,early morning,5
早已,,zǎo yǐ,for a long time; long since; (dialect) in the past,5
造,,zào,to make; to build; to manufacture; to invent; to fabricate; to go to; party (in a lawsuit or legal agreement); crop; classifier for crops,5
造成,,zào chéng,to bring about; to create; to cause,5
造型,,zào xíng,to model; to shape; appearance; style; design; form; pose,5
责任,,zé rèn,responsibility; blame; duty,5
怎么,,zěn me,how?; what?; why?,5
怎么办,,zěn me bàn,what's to be done,5
怎么样,,zěn me yàng,how?; how about?; how was it?; how are things?,5
怎样,,zěn yàng,how; what kind,5
增,,zēng,(bound form) to increase; to augment; to add to,5
增产,,zēng chǎn,to increase production,5
增大,,zēng dà,to enlarge; to amplify; to magnify,5
增多,,zēng duō,to increase; to grow in number,5
增加,,zēng jiā,to raise; to increase,5
增强,,zēng qiáng,to increase; to strengthen,5
增长,,zēng zhǎng,to grow; to increase,5
赠,,zèng,to give as a present; to repel; to bestow an honorary title after death (old),5
赠送,,zèng sòng,to present as a gift,5
摘,,zhāi,"to take; to borrow; to pick (flowers, fruit etc); to pluck; to select; to remove; to take off (glasses, hat etc)",5
展开,,zhǎn kāi,to unfold; to spread out; to open up; to launch; to carry out,5
展览,,zhǎn lǎn,to put on display; to exhibit; exhibition; show,5
展示,,zhǎn shì,to reveal; to display; to show; to exhibit,5
展现,,zhǎn xiàn,to unfold before one's eyes; to emerge; to reveal; to display,5
占,,zhàn,variant of 占,5
占领,,zhàn lǐng,to capture; to seize; to occupy by force,5
占有,,zhàn yǒu,to have; to own; to hold; to occupy; to possess; to account for (a high proportion etc),5
战斗,,zhàn dòu,to fight; to engage in combat; struggle; battle,5
战胜,,zhàn shèng,to prevail over; to defeat; to surmount,5
战士,,zhàn shì,fighter; soldier; warrior,5
战争,,zhàn zhēng,war; conflict,5
站,,zhàn,station; to stand; to halt; to stop; branch of a company or organization; website,5
站住,,zhàn zhù,to stand,5
张,,Zhāng,surname Zhang,5
长,,cháng,length; long; forever; always; constantly,5
长城,,Cháng chéng,the Great Wall,5
长处,,cháng chù,good aspects; strong points,5
长大,,zhǎng dà,to grow up,5
长度,,cháng dù,length,5
长期,,cháng qī,long term; long time; long range (of a forecast),5
长寿,,Cháng shòu,"Changshou suburban district of Chongqing municipality, formerly in Sichuan",5
长途,,cháng tú,long distance,5
涨,,zhǎng,"to rise (of prices, rivers)",5
涨价,,zhǎng jià,to appreciate (in value); to increase in price,5
掌握,,zhǎng wò,"to grasp (often fig.); to control; to seize (initiative, opportunity, destiny); to master; to know well; to understand sth well and know how to use it; fluency",5
丈夫,,zhàng fu,husband,5
招呼,,zhāo hu,to call out to; to greet; to say hello to; to inform; to take care of; to take care that one does not,5
招生,,zhāo shēng,to enroll new students; to get students,5
招手,,zhāo shǒu,to wave; to beckon,5
找,,zhǎo,to try to find; to look for; to call on sb; to find; to seek; to return; to give change,5
找出,,zhǎo chū,to find; to search out,5
找到,,zhǎo dào,to find,5
召开,,zhào kāi,to convene (a conference or meeting); to convoke; to call together,5
照,,zhào,variant of 照; to shine; to illuminate,5
照顾,,zhào gu,to take care of; to show consideration; to attend to; to look after,5
照片,,zhào piàn,photograph; picture,5
照相,,zhào xiàng,to take a photograph,5
折,,shé,"to snap; to break (a stick, a bone etc); (bound form) to sustain a loss (in business)",5
者,,zhě,"(after a verb or adjective) one who (is) ...; (after a noun) person involved in ...; -er; -ist; (used after a number or 后 or 前 to refer to sth mentioned previously); (used after a term, to mark a pause before defining the term); (old) (used at the end of a command); (old) this",5
这,,zhè,"(pronoun) this; these; (bound form) this; the (followed by a noun); (bound form) this; these (followed by a classifier) (in this sense, commonly pr. [zhèi], esp. in Beijing)",5
这边,,zhè biān,this side; here,5
这儿,,zhè r,here,5
这里,,zhè lǐ,variant of 这里,5
